# k1/kF k2/kF k3/kF P(k1) P(k2)       P(k3)       B0        BSN    N_tr    B2      B4
# 
16 14 6 7.72970428e+01 9.55221481e+01 2.07778030e+02 3.28008750e+04 0.00000000e+00 1.09056000e+05 -6.19884180e+04 3.34997070e+04
16 14 7 7.72970428e+01 9.55221481e+01 1.90599930e+02 3.16827363e+04 0.00000000e+00 1.25136000e+05 -6.31422852e+04 4.49296758e+04
16 14 8 7.72970428e+01 9.55221481e+01 1.61821243e+02 1.48113291e+04 0.00000000e+00 1.40712000e+05 -2.87416836e+04 1.81007832e+04
16 14 9 7.72970428e+01 9.55221481e+01 1.51647842e+02 3.41024180e+04 0.00000000e+00 1.86768000e+05 -6.87385625e+04 5.23687227e+04
16 14 10 7.72970428e+01 9.55221481e+01 1.43547516e+02 3.50877271e+03 0.00000000e+00 1.83264000e+05 -7.25399854e+03 6.22784863e+03
16 14 11 7.72970428e+01 9.55221481e+01 1.22325600e+02 1.41717363e+04 0.00000000e+00 1.94232000e+05 -2.71127012e+04 1.55017539e+04
16 14 12 7.72970428e+01 9.55221481e+01 1.31217102e+02 1.27671914e+04 0.00000000e+00 2.22720000e+05 -2.89428555e+04 3.09316621e+04
16 14 13 7.72970428e+01 9.55221481e+01 1.06425072e+02 1.65335742e+04 0.00000000e+00 2.46648000e+05 -3.34214023e+04 2.48745156e+04
16 14 14 7.72970428e+01 9.55221481e+01 9.55221481e+01 2.09693086e+04 0.00000000e+00 2.62128000e+05 -3.92109258e+04 1.99586602e+04
16 15 1 7.72970428e+01 8.57963486e+01 1.49714310e+02 5.27758906e+04 0.00000000e+00 1.49340000e+04 -9.03638906e+04 2.51197168e+04
16 15 2 7.72970428e+01 8.57963486e+01 2.85095215e+02 4.44467578e+04 0.00000000e+00 4.03920000e+04 -8.88409453e+04 6.06860781e+04
16 15 3 7.72970428e+01 8.57963486e+01 4.02876801e+02 3.00055000e+04 0.00000000e+00 4.54800000e+04 -7.31901172e+04 9.10830859e+04
16 15 4 7.72970428e+01 8.57963486e+01 2.98621796e+02 5.00464297e+04 0.00000000e+00 7.57200000e+04 -1.01259711e+05 7.58032266e+04
16 15 5 7.72970428e+01 8.57963486e+01 2.49657516e+02 3.01436641e+04 0.00000000e+00 1.00056000e+05 -5.53488984e+04 2.29909414e+04
16 15 6 7.72970428e+01 8.57963486e+01 2.07778030e+02 1.82942969e+04 0.00000000e+00 1.06560000e+05 -3.76816836e+04 3.11298164e+04
16 15 7 7.72970428e+01 8.57963486e+01 1.90599930e+02 2.11443613e+04 0.00000000e+00 1.23984000e+05 -4.33037031e+04 3.25639082e+04
16 15 8 7.72970428e+01 8.57963486e+01 1.61821243e+02 1.52453701e+04 0.00000000e+00 1.36968000e+05 -3.15735996e+04 2.57523320e+04
16 15 9 7.72970428e+01 8.57963486e+01 1.51647842e+02 1.54483057e+04 0.00000000e+00 1.82616000e+05 -3.08531602e+04 2.13051895e+04
16 15 10 7.72970428e+01 8.57963486e+01 1.43547516e+02 2.10844824e+04 0.00000000e+00 1.79880000e+05 -4.16601172e+04 2.84838750e+04
16 15 11 7.72970428e+01 8.57963486e+01 1.22325600e+02 1.26236719e+04 0.00000000e+00 1.92000000e+05 -2.61220664e+04 2.15078457e+04
16 15 12 7.72970428e+01 8.57963486e+01 1.31217102e+02 1.87182578e+04 0.00000000e+00 2.18736000e+05 -3.57816602e+04 2.08343281e+04
16 15 13 7.72970428e+01 8.57963486e+01 1.06425072e+02 1.81458730e+04 0.00000000e+00 2.42184000e+05 -3.49395586e+04 2.10745195e+04
16 15 14 7.72970428e+01 8.57963486e+01 9.55221481e+01 1.50878926e+04 0.00000000e+00 2.57928000e+05 -3.29786875e+04 3.13895664e+04
16 15 15 7.72970428e+01 8.57963486e+01 8.57963486e+01 7.75752734e+03 0.00000000e+00 2.54016000e+05 -1.48746455e+04 8.58684863e+03
16 16 1 7.72970428e+01 7.72970428e+01 1.49714310e+02 2.06596836e+04 0.00000000e+00 2.49840000e+04 -6.18081680e+04 1.07031938e+05
16 16 2 7.72970428e+01 7.72970428e+01 2.85095215e+02 2.86194609e+04 0.00000000e+00 4.89600000e+04 -5.23211523e+04 2.15126367e+04
16 16 3 7.72970428e+01 7.72970428e+01 4.02876801e+02 7.45258359e+04 0.00000000e+00 5.42880000e+04 -1.44047844e+05 8.83160000e+04
16 16 4 7.72970428e+01 7.72970428e+01 2.98621796e+02 4.89211602e+04 0.00000000e+00 8.94480000e+04 -9.86613906e+04 7.12711328e+04
16 16 5 7.72970428e+01 7.72970428e+01 2.49657516e+02 1.34558984e+04 0.00000000e+00 1.19472000e+05 -2.88136797e+04 2.72102441e+04
16 16 6 7.72970428e+01 7.72970428e+01 2.07778030e+02 4.12624844e+04 0.00000000e+00 1.26960000e+05 -8.19171094e+04 5.69561211e+04
16 16 7 7.72970428e+01 7.72970428e+01 1.90599930e+02 2.53153535e+04 0.00000000e+00 1.48368000e+05 -5.11123008e+04 3.89022734e+04
16 16 8 7.72970428e+01 7.72970428e+01 1.61821243e+02 3.02807500e+04 0.00000000e+00 1.65096000e+05 -6.61875547e+04 6.45557188e+04
16 16 9 7.72970428e+01 7.72970428e+01 1.51647842e+02 2.54079219e+04 0.00000000e+00 2.19216000e+05 -5.15603711e+04 3.89446133e+04
16 16 10 7.72970428e+01 7.72970428e+01 1.43547516e+02 1.80632969e+04 0.00000000e+00 2.13720000e+05 -3.87220352e+04 3.53067383e+04
16 16 11 7.72970428e+01 7.72970428e+01 1.22325600e+02 1.08680205e+04 0.00000000e+00 2.28264000e+05 -2.35772324e+04 2.28269297e+04
16 16 12 7.72970428e+01 7.72970428e+01 1.31217102e+02 1.85263789e+04 0.00000000e+00 2.62200000e+05 -3.64734258e+04 2.43116035e+04
16 16 13 7.72970428e+01 7.72970428e+01 1.06425072e+02 1.23085283e+04 0.00000000e+00 2.88072000e+05 -2.80056914e+04 2.99676113e+04
16 16 14 7.72970428e+01 7.72970428e+01 9.55221481e+01 1.13826533e+04 0.00000000e+00 3.08784000e+05 -2.29922031e+04 1.72026680e+04
16 16 15 7.72970428e+01 7.72970428e+01 8.57963486e+01 9.65630957e+03 0.00000000e+00 3.01104000e+05 -1.86117676e+04 1.13709287e+04
16 16 16 7.72970428e+01 7.72970428e+01 7.72970428e+01 -7.75814355e+03 0.00000000e+00 3.62616000e+05 1.60163662e+04 -1.27704160e+04
17 8 8 7.03868866e+01 1.61821243e+02 1.61821243e+02 1.67241758e+04 0.00000000e+00 1.23600000e+03 -7.39439468e+01 -9.41261250e+04
17 9 7 7.03868866e+01 1.51647842e+02 1.90599930e+02 8.17122812e+04 0.00000000e+00 3.14400000e+03 -1.77916250e+05 1.74011250e+05
17 9 8 7.03868866e+01 1.51647842e+02 1.61821243e+02 6.33528633e+04 0.00000000e+00 5.52060000e+04 -1.26980375e+05 9.36125859e+04
17 9 9 7.03868866e+01 1.51647842e+02 1.51647842e+02 4.71312305e+04 0.00000000e+00 1.35728000e+05 -9.90008984e+04 8.38386953e+04
17 10 6 7.03868866e+01 1.43547516e+02 2.07778030e+02 1.05015695e+05 0.00000000e+00 3.52800000e+03 -2.01192016e+05 1.26144234e+05
17 10 7 7.03868866e+01 1.43547516e+02 1.90599930e+02 3.42301914e+04 0.00000000e+00 5.47700000e+04 -7.38636953e+04 6.94630625e+04
17 10 8 7.03868866e+01 1.43547516e+02 1.61821243e+02 2.98897246e+04 0.00000000e+00 1.01256000e+05 -5.95534844e+04 4.41570273e+04
17 10 9 7.03868866e+01 1.43547516e+02 1.51647842e+02 3.47268242e+04 0.00000000e+00 1.36032000e+05 -6.75854688e+04 4.10956289e+04
17 10 10 7.03868866e+01 1.43547516e+02 1.43547516e+02 3.14580273e+04 0.00000000e+00 1.33608000e+05 -5.31060312e+04 1.24830117e+04
17 11 5 7.03868866e+01 1.22325600e+02 2.49657516e+02 1.19464086e+05 0.00000000e+00 2.80800000e+03 -2.12608734e+05 8.28595547e+04
17 11 6 7.03868866e+01 1.22325600e+02 2.07778030e+02 6.46178906e+04 0.00000000e+00 5.11380000e+04 -1.33769219e+05 1.08992102e+05
17 11 7 7.03868866e+01 1.22325600e+02 1.90599930e+02 3.31447969e+04 0.00000000e+00 9.71280000e+04 -6.56149375e+04 4.40518086e+04
17 11 8 7.03868866e+01 1.22325600e+02 1.61821243e+02 2.28991016e+04 0.00000000e+00 1.08936000e+05 -4.71370938e+04 3.92790703e+04
17 11 9 7.03868866e+01 1.22325600e+02 1.51647842e+02 3.63509062e+04 0.00000000e+00 1.44408000e+05 -6.91216016e+04 3.94919414e+04
17 11 10 7.03868866e+01 1.22325600e+02 1.43547516e+02 2.59066074e+04 0.00000000e+00 1.42536000e+05 -5.26967695e+04 4.10472695e+04
17 11 11 7.03868866e+01 1.22325600e+02 1.22325600e+02 2.32870352e+04 0.00000000e+00 1.51248000e+05 -4.88277695e+04 4.29777773e+04
17 12 4 7.03868866e+01 1.31217102e+02 2.98621796e+02 1.55817750e+05 0.00000000e+00 1.63200000e+03 -3.78124531e+05 4.63418781e+05
17 12 5 7.03868866e+01 1.31217102e+02 2.49657516e+02 6.49496641e+04 0.00000000e+00 5.07020000e+04 -1.33958453e+05 1.06046938e+05
17 12 6 7.03868866e+01 1.31217102e+02 2.07778030e+02 4.05374258e+04 0.00000000e+00 9.58800000e+04 -8.38992969e+04 6.79249453e+04
17 12 7 7.03868866e+01 1.31217102e+02 1.90599930e+02 3.10113457e+04 0.00000000e+00 1.11672000e+05 -6.47017266e+04 5.33687773e+04
17 12 8 7.03868866e+01 1.31217102e+02 1.61821243e+02 3.35032188e+04 0.00000000e+00 1.25064000e+05 -6.77474219e+04 5.09742031e+04
17 12 9 7.03868866e+01 1.31217102e+02 1.51647842e+02 2.18982461e+04 0.00000000e+00 1.65840000e+05 -5.11339844e+04 5.80270195e+04
17 12 10 7.03868866e+01 1.31217102e+02 1.43547516e+02 1.50886064e+04 0.00000000e+00 1.62120000e+05 -3.33059688e+04 3.44906680e+04
17 12 11 7.03868866e+01 1.31217102e+02 1.22325600e+02 1.49446553e+04 0.00000000e+00 1.73496000e+05 -3.30096133e+04 3.36695000e+04
17 12 12 7.03868866e+01 1.31217102e+02 1.31217102e+02 1.06890508e+04 0.00000000e+00 1.97112000e+05 -2.46235762e+04 2.83696562e+04
17 13 3 7.03868866e+01 1.06425072e+02 4.02876801e+02 3.58393719e+05 0.00000000e+00 1.24800000e+03 -6.88253312e+05 4.19574125e+05
17 13 4 7.03868866e+01 1.06425072e+02 2.98621796e+02 7.66495469e+04 0.00000000e+00 4.08660000e+04 -1.44585906e+05 7.56263281e+04
17 13 5 7.03868866e+01 1.06425072e+02 2.49657516e+02 6.50139453e+04 0.00000000e+00 9.86640000e+04 -1.39131547e+05 1.27732594e+05
17 13 6 7.03868866e+01 1.06425072e+02 2.07778030e+02 3.57494375e+04 0.00000000e+00 1.06584000e+05 -7.22619688e+04 5.39161406e+04
17 13 7 7.03868866e+01 1.06425072e+02 1.90599930e+02 4.22919219e+04 0.00000000e+00 1.24032000e+05 -8.78285234e+04 7.17341250e+04
17 13 8 7.03868866e+01 1.06425072e+02 1.61821243e+02 2.74918164e+04 0.00000000e+00 1.37664000e+05 -5.53561797e+04 4.10686094e+04
17 13 9 7.03868866e+01 1.06425072e+02 1.51647842e+02 2.08008848e+04 0.00000000e+00 1.83744000e+05 -4.04143359e+04 2.44325938e+04
17 13 10 7.03868866e+01 1.06425072e+02 1.43547516e+02 2.23871270e+04 0.00000000e+00 1.80336000e+05 -4.14045000e+04 1.96796836e+04
17 13 11 7.03868866e+01 1.06425072e+02 1.22325600e+02 1.12018252e+04 0.00000000e+00 1.91184000e+05 -2.12116230e+04 1.11946045e+04
17 13 12 7.03868866e+01 1.06425072e+02 1.31217102e+02 2.51353105e+04 0.00000000e+00 2.20536000e+05 -5.31630938e+04 4.69604375e+04
17 13 13 7.03868866e+01 1.06425072e+02 1.06425072e+02 1.25287764e+04 0.00000000e+00 2.41584000e+05 -2.58811172e+04 2.03865820e+04
17 14 2 7.03868866e+01 9.55221481e+01 2.85095215e+02 3.80310742e+04 0.00000000e+00 2.32800000e+03 -5.98818867e+04 -5.16555176e+03
17 14 3 7.03868866e+01 9.55221481e+01 4.02876801e+02 9.63917344e+04 0.00000000e+00 3.00020000e+04 -2.15223344e+05 2.20636969e+05
17 14 4 7.03868866e+01 9.55221481e+01 2.98621796e+02 7.57859688e+04 0.00000000e+00 7.87440000e+04 -1.47378250e+05 9.29420234e+04
17 14 5 7.03868866e+01 9.55221481e+01 2.49657516e+02 4.26897578e+04 0.00000000e+00 1.06752000e+05 -7.64384844e+04 3.04294512e+04
17 14 6 7.03868866e+01 9.55221481e+01 2.07778030e+02 2.60653770e+04 0.00000000e+00 1.14504000e+05 -4.65467500e+04 1.75814785e+04
17 14 7 7.03868866e+01 9.55221481e+01 1.90599930e+02 3.34736016e+04 0.00000000e+00 1.31592000e+05 -6.35391211e+04 3.82589180e+04
17 14 8 7.03868866e+01 9.55221481e+01 1.61821243e+02 1.51659863e+04 0.00000000e+00 1.47000000e+05 -2.89251934e+04 1.77938145e+04
17 14 9 7.03868866e+01 9.55221481e+01 1.51647842e+02 2.61774590e+04 0.00000000e+00 1.95096000e+05 -5.23858477e+04 3.95321719e+04
17 14 10 7.03868866e+01 9.55221481e+01 1.43547516e+02 2.22320859e+04 0.00000000e+00 1.91496000e+05 -4.74512305e+04 4.33150195e+04
17 14 11 7.03868866e+01 9.55221481e+01 1.22325600e+02 1.96617031e+04 0.00000000e+00 2.03976000e+05 -3.92924297e+04 2.88021289e+04
17 14 12 7.03868866e+01 9.55221481e+01 1.31217102e+02 9.46823535e+03 0.00000000e+00 2.32968000e+05 -1.83166250e+04 1.07486621e+04
17 14 13 7.03868866e+01 9.55221481e+01 1.06425072e+02 2.19635605e+04 0.00000000e+00 2.58600000e+05 -4.05757031e+04 1.95019258e+04
17 14 14 7.03868866e+01 9.55221481e+01 9.55221481e+01 1.48904863e+04 0.00000000e+00 2.75376000e+05 -2.81513379e+04 1.65363613e+04
17 15 1 7.03868866e+01 8.57963486e+01 1.49714310e+02 -4.71150547e+04 0.00000000e+00 9.36000000e+02 9.46046953e+04 -5.96748164e+04
17 15 2 7.03868866e+01 8.57963486e+01 2.85095215e+02 4.64996133e+04 0.00000000e+00 2.81340000e+04 -8.97354609e+04 6.04098320e+04
17 15 3 7.03868866e+01 8.57963486e+01 4.02876801e+02 2.40328574e+04 0.00000000e+00 4.74480000e+04 -5.73230078e+04 6.77990859e+04
17 15 4 7.03868866e+01 8.57963486e+01 2.98621796e+02 2.90518320e+04 0.00000000e+00 7.93440000e+04 -5.51086367e+04 3.07105391e+04
17 15 5 7.03868866e+01 8.57963486e+01 2.49657516e+02 4.47028555e+04 0.00000000e+00 1.04112000e+05 -9.97299219e+04 9.98015156e+04
17 15 6 7.03868866e+01 8.57963486e+01 2.07778030e+02 1.72761133e+04 0.00000000e+00 1.12008000e+05 -3.69717461e+04 3.25956406e+04
17 15 7 7.03868866e+01 8.57963486e+01 1.90599930e+02 2.59813945e+04 0.00000000e+00 1.29408000e+05 -5.08778008e+04 3.29761680e+04
17 15 8 7.03868866e+01 8.57963486e+01 1.61821243e+02 1.12707422e+04 0.00000000e+00 1.44552000e+05 -1.71157266e+04 -3.98581909e+03
17 15 9 7.03868866e+01 8.57963486e+01 1.51647842e+02 1.97778984e+04 0.00000000e+00 1.92048000e+05 -4.20046992e+04 3.74771914e+04
17 15 10 7.03868866e+01 8.57963486e+01 1.43547516e+02 2.63911484e+04 0.00000000e+00 1.88400000e+05 -5.35510000e+04 4.04672070e+04
17 15 11 7.03868866e+01 8.57963486e+01 1.22325600e+02 9.06638086e+03 0.00000000e+00 2.00088000e+05 -1.78546602e+04 1.16791133e+04
17 15 12 7.03868866e+01 8.57963486e+01 1.31217102e+02 1.60334854e+04 0.00000000e+00 2.29488000e+05 -2.97059062e+04 1.46463359e+04
17 15 13 7.03868866e+01 8.57963486e+01 1.06425072e+02 1.84567578e+04 0.00000000e+00 2.53368000e+05 -3.32055117e+04 1.37229844e+04
17 15 14 7.03868866e+01 8.57963486e+01 9.55221481e+01 1.36520488e+04 0.00000000e+00 2.69520000e+05 -2.51454434e+04 1.25472002e+04
17 15 15 7.03868866e+01 8.57963486e+01 8.57963486e+01 1.57548662e+04 0.00000000e+00 2.66304000e+05 -3.15492578e+04 2.24402578e+04
17 16 1 7.03868866e+01 7.72970428e+01 1.49714310e+02 3.88978945e+04 0.00000000e+00 1.75620000e+04 -8.55819219e+04 8.92486328e+04
17 16 2 7.03868866e+01 7.72970428e+01 2.85095215e+02 4.48206914e+04 0.00000000e+00 5.05520000e+04 -9.22534766e+04 7.54574375e+04
17 16 3 7.03868866e+01 7.72970428e+01 4.02876801e+02 5.58183281e+04 0.00000000e+00 5.70720000e+04 -1.23034820e+05 1.19018594e+05
17 16 4 7.03868866e+01 7.72970428e+01 2.98621796e+02 2.20998984e+04 0.00000000e+00 9.46560000e+04 -4.45878164e+04 3.16256211e+04
17 16 5 7.03868866e+01 7.72970428e+01 2.49657516e+02 1.72614102e+04 0.00000000e+00 1.25040000e+05 -3.88240938e+04 4.15936484e+04
17 16 6 7.03868866e+01 7.72970428e+01 2.07778030e+02 1.56285908e+04 0.00000000e+00 1.33728000e+05 -2.64059727e+04 4.44339258e+03
17 16 7 7.03868866e+01 7.72970428e+01 1.90599930e+02 1.45520996e+04 0.00000000e+00 1.54752000e+05 -2.48740742e+04 6.08325830e+03
17 16 8 7.03868866e+01 7.72970428e+01 1.61821243e+02 2.13920137e+04 0.00000000e+00 1.72440000e+05 -4.31098984e+04 3.22977461e+04
17 16 9 7.03868866e+01 7.72970428e+01 1.51647842e+02 1.39699404e+04 0.00000000e+00 2.28384000e+05 -2.73484746e+04 1.82119531e+04
17 16 10 7.03868866e+01 7.72970428e+01 1.43547516e+02 1.30396826e+04 0.00000000e+00 2.25672000e+05 -2.60902637e+04 1.88301367e+04
17 16 11 7.03868866e+01 7.72970428e+01 1.22325600e+02 1.50200391e+04 0.00000000e+00 2.38680000e+05 -3.35107773e+04 3.44079258e+04
17 16 12 7.03868866e+01 7.72970428e+01 1.31217102e+02 1.62099688e+04 0.00000000e+00 2.73456000e+05 -3.62437578e+04 3.76365742e+04
17 16 13 7.03868866e+01 7.72970428e+01 1.06425072e+02 1.25587168e+04 0.00000000e+00 3.03960000e+05 -2.75978379e+04 2.73775449e+04
17 16 14 7.03868866e+01 7.72970428e+01 9.55221481e+01 1.17067441e+04 0.00000000e+00 3.22992000e+05 -2.50106211e+04 2.23601543e+04
17 16 15 7.03868866e+01 7.72970428e+01 8.57963486e+01 1.37564336e+04 0.00000000e+00 3.17064000e+05 -2.72702207e+04 1.90874727e+04
17 16 16 7.03868866e+01 7.72970428e+01 7.72970428e+01 7.70874707e+03 0.00000000e+00 3.78600000e+05 -1.54737422e+04 1.12199658e+04
17 17 1 7.03868866e+01 7.03868866e+01 1.49714310e+02 6.47490195e+04 0.00000000e+00 2.75040000e+04 -1.21980422e+05 6.41542891e+04
17 17 2 7.03868866e+01 7.03868866e+01 2.85095215e+02 4.25233828e+04 0.00000000e+00 5.36160000e+04 -8.58496875e+04 6.34123125e+04
17 17 3 7.03868866e+01 7.03868866e+01 4.02876801e+02 2.42284844e+04 0.00000000e+00 5.98080000e+04 -3.86345977e+04 -1.05881050e+02
17 17 4 7.03868866e+01 7.03868866e+01 2.98621796e+02 2.64406367e+04 0.00000000e+00 9.78240000e+04 -4.34062539e+04 4.09040112e+03
17 17 5 7.03868866e+01 7.03868866e+01 2.49657516e+02 2.62680859e+04 0.00000000e+00 1.31424000e+05 -5.20083828e+04 3.61789766e+04
17 17 6 7.03868866e+01 7.03868866e+01 2.07778030e+02 2.22838516e+04 0.00000000e+00 1.39728000e+05 -3.59608984e+04 -5.32328262e+01
17 17 7 7.03868866e+01 7.03868866e+01 1.90599930e+02 2.15989785e+04 0.00000000e+00 1.61832000e+05 -4.43909883e+04 3.57014297e+04
17 17 8 7.03868866e+01 7.03868866e+01 1.61821243e+02 1.72219551e+04 0.00000000e+00 1.80384000e+05 -3.40817539e+04 2.39672363e+04
17 17 9 7.03868866e+01 7.03868866e+01 1.51647842e+02 1.62869863e+04 0.00000000e+00 2.41152000e+05 -3.11030215e+04 1.87574355e+04
17 17 10 7.03868866e+01 7.03868866e+01 1.43547516e+02 2.51253535e+04 0.00000000e+00 2.34768000e+05 -4.95444766e+04 3.40338555e+04
17 17 11 7.03868866e+01 7.03868866e+01 1.22325600e+02 1.32703184e+04 0.00000000e+00 2.51424000e+05 -2.58206074e+04 1.67514883e+04
17 17 12 7.03868866e+01 7.03868866e+01 1.31217102e+02 1.01380674e+04 0.00000000e+00 2.87088000e+05 -2.07815801e+04 1.65630918e+04
17 17 13 7.03868866e+01 7.03868866e+01 1.06425072e+02 1.24604473e+04 0.00000000e+00 3.17880000e+05 -2.29895918e+04 1.09087158e+04
17 17 14 7.03868866e+01 7.03868866e+01 9.55221481e+01 1.44898301e+04 0.00000000e+00 3.37104000e+05 -2.69931035e+04 1.35334658e+04
17 17 15 7.03868866e+01 7.03868866e+01 8.57963486e+01 1.59727148e+04 0.00000000e+00 3.33072000e+05 -3.29015820e+04 2.62858262e+04
17 17 16 7.03868866e+01 7.03868866e+01 7.72970428e+01 6.62739893e+03 0.00000000e+00 3.94632000e+05 -1.30755977e+04 9.10762695e+03
17 17 17 7.03868866e+01 7.03868866e+01 7.03868866e+01 7.02886621e+03 0.00000000e+00 4.19016000e+05 -1.34181270e+04 7.60460254e+03
18 9 8 6.42634811e+01 1.51647842e+02 1.61821243e+02 4.02827271e+03 0.00000000e+00 2.49600000e+03 5.58734961e+03 -3.99002305e+04
18 9 9 6.42634811e+01 1.51647842e+02 1.51647842e+02 7.52831250e+04 0.00000000e+00 7.83180000e+04 -1.56281391e+05 1.29644844e+05
18 10 7 6.42634811e+01 1.43547516e+02 1.90599930e+02 9.82498242e+03 0.00000000e+00 2.85600000e+03 -7.55877422e+04 2.24982672e+05
18 10 8 6.42634811e+01 1.43547516e+02 1.61821243e+02 5.28701133e+04 0.00000000e+00 5.89140000e+04 -1.05776195e+05 7.56271172e+04
18 10 9 6.42634811e+01 1.43547516e+02 1.51647842e+02 4.85706797e+04 0.00000000e+00 1.41864000e+05 -9.40787578e+04 6.08177344e+04
18 10 10 6.42634811e+01 1.43547516e+02 1.43547516e+02 3.89195234e+04 0.00000000e+00 1.41336000e+05 -8.32032969e+04 7.44300312e+04
18 11 6 6.42634811e+01 1.22325600e+02 2.07778030e+02 1.83950828e+05 0.00000000e+00 2.88000000e+03 -3.67554375e+05 2.56014359e+05
18 11 7 6.42634811e+01 1.22325600e+02 1.90599930e+02 4.60053242e+04 0.00000000e+00 5.74260000e+04 -8.92899766e+04 5.84429453e+04
18 11 8 6.42634811e+01 1.22325600e+02 1.61821243e+02 3.89633828e+04 0.00000000e+00 1.13664000e+05 -7.79931562e+04 5.49060195e+04
18 11 9 6.42634811e+01 1.22325600e+02 1.51647842e+02 4.04903633e+04 0.00000000e+00 1.53048000e+05 -8.55760781e+04 7.47757344e+04
18 11 10 6.42634811e+01 1.22325600e+02 1.43547516e+02 2.70988301e+04 0.00000000e+00 1.49928000e+05 -5.82409961e+04 5.43732109e+04
18 11 11 6.42634811e+01 1.22325600e+02 1.22325600e+02 1.98208008e+04 0.00000000e+00 1.60728000e+05 -4.31251836e+04 4.13157422e+04
18 12 5 6.42634811e+01 1.31217102e+02 2.49657516e+02 1.01171062e+05 0.00000000e+00 2.68800000e+03 -2.44148625e+05 2.94951344e+05
18 12 6 6.42634811e+01 1.31217102e+02 2.07778030e+02 4.50338828e+04 0.00000000e+00 5.79180000e+04 -9.72237422e+04 8.82743438e+04
18 12 7 6.42634811e+01 1.31217102e+02 1.90599930e+02 5.65018477e+04 0.00000000e+00 1.15992000e+05 -1.15601742e+05 9.01489062e+04
18 12 8 6.42634811e+01 1.31217102e+02 1.61821243e+02 3.39320469e+04 0.00000000e+00 1.32096000e+05 -7.39747266e+04 7.09327969e+04
18 12 9 6.42634811e+01 1.31217102e+02 1.51647842e+02 2.35749707e+04 0.00000000e+00 1.75152000e+05 -4.69778906e+04 3.27894531e+04
18 12 10 6.42634811e+01 1.31217102e+02 1.43547516e+02 2.49118438e+04 0.00000000e+00 1.72008000e+05 -5.12331367e+04 4.11082852e+04
18 12 11 6.42634811e+01 1.31217102e+02 1.22325600e+02 2.36537852e+04 0.00000000e+00 1.82136000e+05 -4.87035898e+04 3.97266641e+04
18 12 12 6.42634811e+01 1.31217102e+02 1.31217102e+02 3.06782734e+04 0.00000000e+00 2.10072000e+05 -6.30951953e+04 5.19788281e+04
18 13 4 6.42634811e+01 1.06425072e+02 2.98621796e+02 -6.72343359e+04 0.00000000e+00 2.04000000e+03 1.86746562e+05 -2.71091000e+05
18 13 5 6.42634811e+01 1.06425072e+02 2.49657516e+02 5.25056133e+04 0.00000000e+00 5.85180000e+04 -1.13057117e+05 1.05563500e+05
18 13 6 6.42634811e+01 1.06425072e+02 2.07778030e+02 4.75008047e+04 0.00000000e+00 1.12236000e+05 -9.35834297e+04 6.09440703e+04
18 13 7 6.42634811e+01 1.06425072e+02 1.90599930e+02 3.15090703e+04 0.00000000e+00 1.31376000e+05 -6.81423594e+04 6.53705000e+04
18 13 8 6.42634811e+01 1.06425072e+02 1.61821243e+02 3.59601094e+04 0.00000000e+00 1.46232000e+05 -7.53323750e+04 6.50411836e+04
18 13 9 6.42634811e+01 1.06425072e+02 1.51647842e+02 2.87788457e+04 0.00000000e+00 1.93032000e+05 -5.78240781e+04 4.17399297e+04
18 13 10 6.42634811e+01 1.06425072e+02 1.43547516e+02 1.95354609e+04 0.00000000e+00 1.90608000e+05 -3.92201445e+04 2.78769688e+04
18 13 11 6.42634811e+01 1.06425072e+02 1.22325600e+02 1.72832422e+04 0.00000000e+00 2.03064000e+05 -3.56641992e+04 2.90379102e+04
18 13 12 6.42634811e+01 1.06425072e+02 1.31217102e+02 1.60720557e+04 0.00000000e+00 2.31360000e+05 -3.30480000e+04 2.75845684e+04
18 13 13 6.42634811e+01 1.06425072e+02 1.06425072e+02 1.47362217e+04 0.00000000e+00 2.55792000e+05 -2.79303770e+04 1.48696094e+04
18 14 3 6.42634811e+01 9.55221481e+01 4.02876801e+02 1.22997117e+05 0.00000000e+00 1.22400000e+03 -2.75117781e+05 2.63977469e+05
18 14 4 6.42634811e+01 9.55221481e+01 2.98621796e+02 4.68120195e+04 0.00000000e+00 4.54500000e+04 -8.61317891e+04 4.10896641e+04
18 14 5 6.42634811e+01 9.55221481e+01 2.49657516e+02 5.22264141e+04 0.00000000e+00 1.10760000e+05 -1.03015398e+05 6.98632500e+04
18 14 6 6.42634811e+01 9.55221481e+01 2.07778030e+02 2.49869004e+04 0.00000000e+00 1.19904000e+05 -4.66756328e+04 2.52240469e+04
18 14 7 6.42634811e+01 9.55221481e+01 1.90599930e+02 2.48653633e+04 0.00000000e+00 1.39848000e+05 -4.37192539e+04 1.44605439e+04
18 14 8 6.42634811e+01 9.55221481e+01 1.61821243e+02 2.00455137e+04 0.00000000e+00 1.55040000e+05 -3.79068164e+04 2.11561309e+04
18 14 9 6.42634811e+01 9.55221481e+01 1.51647842e+02 1.93846348e+04 0.00000000e+00 2.06088000e+05 -3.66889414e+04 2.12385742e+04
18 14 10 6.42634811e+01 9.55221481e+01 1.43547516e+02 1.66590918e+04 0.00000000e+00 2.02656000e+05 -3.36842148e+04 2.62423555e+04
18 14 11 6.42634811e+01 9.55221481e+01 1.22325600e+02 1.73104023e+04 0.00000000e+00 2.16072000e+05 -3.46045898e+04 2.43582500e+04
